1.914122849375633351e+01	1.901386942162316629e+01	2.880379972849038683e+00
1.450242586090248942e+01	6.345594508277642376e+00	6.435835572632955248e+00
1.372490530784873641e+01	8.106595669224585521e+00	1.116928129044163498e+01
2.318108355475486437e+00	1.072297522553850246e+00	1.179505662139889388e+01
8.632649612615152179e+00	1.678983770645155360e+01	1.429470234178209154e+01
6.105259992398271329e+00	6.611239890375821382e+00	1.727911456523546718e+01
1.881042846168799443e+01	1.672716257121767214e+01	1.639668472119969778e+01
8.790574414629485744e+00	1.778906121989879097e+01	1.361199793044355033e+01
1.921933975563287689e+01	4.593281526187893427e+00	1.846052219415494378e+01
1.415576171875000000e+01	4.096191406250000000e+00	2.392578125000000000e-01
1.341300288787452821e+01	1.739606636360241509e+01	1.105379885253066696e+01
1.422808548991328870e+01	8.883946551291103333e+00	1.306554327853751829e+01
7.869531231484295120e+00	1.118007242824834657e+00	1.181520465748511128e+01
9.262542741012284253e+00	9.239720695633174330e+00	8.707957029503957003e+00
8.049896453801967944e-01	5.349726815469425523e-01	1.796809960024502928e+01
1.022645385417106034e+01	9.278419703156171039e+00	1.141255527227640876e+01
1.223971231512219404e+01	1.646092668773329848e+01	9.015676840925454627e+00
1.693446617446874924e+01	1.355411175253841627e+01	5.189008885914206282e+00
8.636990523446247181e+00	1.962255145302863468e+01	8.842089318910439033e+00
1.838040021534482094e+01	1.302625134258077466e+01	6.209366299384448951e+00
2.966773731108071743e+00	9.333794434113443117e+00	1.168690422572274201e+01
1.241775735699192751e+01	1.839425962993011532e-01	1.460842633623290432e+01
1.696692278807927323e+01	9.415361434927831397e+00	4.210596171049019176e-01
1.484135954777564592e+01	1.660582821453083113e+01	3.049624842595278551e+00
1.352710990575220507e+01	1.199352159549566643e+01	2.255443291452991217e-01
1.405918522070079213e+01	1.344435832833414679e+01	1.854341150784370029e+01
6.953752230769595144e+00	6.197946546566751813e+00	8.388837962239600543e+00
