3.434616988841614038e+00	3.325086310809425516e+00	2.958333223570244641e+00
3.710478703741971529e+00	3.962763935140314331e+00	1.027528233447948836e+01
2.950717473338344554e+00	3.968186690802975924e+00	1.615135679711201533e+01
3.766859334207345089e+00	1.031728307382338272e+01	4.935670523049885183e+00
4.176810778912204647e+00	1.092143629099757618e+01	9.190118798765425367e+00
3.129035033792121556e+00	8.350075430920034236e+00	1.713385391091310694e+01
4.606867400956894620e+00	1.601803435985173252e+01	3.226974945075888002e+00
3.113919145533922794e+00	1.634804179894417331e+01	1.023360416235834514e+01
3.358943217131881820e+00	1.678356325854300124e+01	1.642278299675927755e+01
1.030359026679581191e+01	3.186888913075939023e+00	3.130876001363833705e+00
9.910727625747046687e+00	3.964457315134431337e+00	9.617967161398823350e+00
1.047110692537136956e+01	3.008639141874213330e+00	1.692999759432873930e+01
9.154017967140259060e+00	9.350921132672164404e+00	4.300060544167360277e+00
9.981939080703311262e+00	1.026163496545671272e+01	8.874332839201196421e+00
9.088591488320089340e+00	8.451576628010698755e+00	1.520024842287131683e+01
1.080336433141468078e+01	1.603880251109310606e+01	2.604939446564924044e+00
1.013940609995983699e+01	1.723483334809778711e+01	1.006260632093903418e+01
1.052898622248940974e+01	1.716255476429713056e+01	1.647242813896255598e+01
1.624172538737733262e+01	3.922495801698425932e+00	3.529909426783166104e+00
1.613150052364364484e+01	3.283737911423310951e+00	9.458069843144077282e+00
1.684069787080852620e+01	3.630403120204933387e+00	1.620135200027274536e+01
1.656396099824365820e+01	9.538625985141097274e+00	4.656580613811448721e+00
1.685627496874490916e+01	1.029890339978019753e+01	9.782742725787768379e+00
1.642476236421950020e+01	9.759419355143323926e+00	1.628754174954642053e+01
1.541622459387870236e+01	1.661098812168514627e+01	3.425042055024178023e+00
1.663053644201202985e+01	1.685449283542114429e+01	1.033727142965589252e+01
1.599715305827456113e+01	1.644094027687643589e+01	1.746495137098002814e+01
8.191752343010579196e+00	7.029153024645713899e+00	6.004700289308619432e+00
8.523374176591529405e+00	7.779370837628800217e+00	1.471461634801766571e+01
5.129818539814679390e+00	1.302509002145730754e+01	7.645111600978911959e+00
5.901378549095694481e+00	1.363770526839085129e+01	1.363064679768204712e+01
1.315469970552490508e+01	7.435943875414378290e+00	5.823950434959190403e+00
1.292816757052482934e+01	6.460423574907392386e+00	1.363022792207668665e+01
1.349458846192272432e+01	1.262242786877410516e+01	6.178290150865906938e+00
1.292387327585825574e+01	1.281229626704725355e+01	1.329096711275260922e+01
