3.343455036280869930e+00	2.228271431304620798e+00	3.648297419566922439e+00
1.933941360623964822e+00	3.683335131739929658e+00	1.123471416503784504e+01
1.805344683224790137e+00	3.666221147415017700e+00	1.673161724673769157e+01
3.036073158771437797e+00	6.965500844476551379e+00	6.035820585778210123e+00
1.940504068387337799e+00	1.075020496431498174e+01	9.251921297831700031e+00
4.363336489754302328e+00	8.800827027167324346e+00	1.694983285201141499e+01
2.706869374645043180e+00	1.684474222397931698e+01	1.496899052995760870e+00
1.767748697802736357e+00	1.520591918217477989e+01	8.906844817757072263e+00
3.597983452581013708e+00	1.589802311471656004e+01	1.330523647107039587e+01
1.024517545078178493e+01	4.088501557395956887e+00	3.451774592660363350e+00
1.090212173962026654e+01	1.338720066407522502e+00	1.028373042004971794e+01
1.040744431243467005e+01	4.490437202213366952e+00	1.514022359996412170e+01
9.220396466308267591e+00	7.543556223386679527e+00	4.679939965684481784e+00
9.782070836050392515e+00	9.794107164541882682e+00	9.743326067613935493e+00
1.382998308373065655e+01	1.257753524530619416e+01	1.748962683107553673e+01
1.350100957899980791e+01	1.660158878772403668e+01	3.850838521582154783e+00
6.849203368505226486e+00	1.697438370895970650e+01	1.086204695058767378e+01
1.059302050148102659e+01	4.850464835483802029e-01	1.674362114856164041e+01
1.419992245039911261e+01	2.013257620218279254e+00	5.151031300134821578e+00
1.544039801967489112e+01	4.604962639964811366e+00	9.563911607684991267e+00
1.675790474630816362e+01	3.328438148320287393e+00	1.670215710735465109e+01
1.801471504180207361e+01	1.065983431907284640e+01	3.682166287666692295e+00
1.778142800423668390e+01	1.139992680449705809e+01	9.306231798419487333e+00
1.897534685129951271e+01	8.229101050926729499e+00	1.520152878022220122e+01
1.433946884388140930e+01	1.700010627876887881e+01	4.292866234020610960e+00
1.735161626189120199e+01	1.805583739173458824e+01	1.224394644025208478e+01
1.732612420082960369e+01	1.674155971316416824e+01	1.404302883461348372e+01
