3.343489981751364137e+00	2.225415250215924345e+00	3.649143861038058656e+00
1.930271882611607648e+00	3.684264516130830724e+00	1.123797457570162983e+01
1.801346204254953953e+00	3.667120473964582406e+00	1.673175505798209173e+01
3.035301761812012167e+00	6.957534654760774373e+00	6.042964768134788223e+00
1.936867733309836748e+00	1.075222051111302335e+01	9.249903079725655175e+00
4.366034441051835913e+00	8.797656214807480168e+00	1.695056505034364847e+01
2.705226541777552285e+00	1.684520648495950468e+01	1.492087581032409904e+00
1.763690135609661702e+00	1.520200694572988986e+01	8.904044631434025803e+00
3.598695621885971363e+00	1.589600539371870624e+01	1.329630188423791282e+01
1.024583306045983377e+01	4.090672024698552178e+00	3.452172554892383172e+00
1.090451157376051228e+01	1.333486817620506359e+00	1.028449103309403867e+01
1.040852891366664501e+01	4.493356771809170702e+00	1.513622043127793582e+01
9.218388402672962556e+00	7.536899219541593808e+00	4.683454150982705677e+00
9.781494322828102383e+00	9.793556468235218304e+00	9.742624837838322449e+00
1.384004916820459563e+01	1.258430056537304331e+01	1.749177361535405950e+01
1.349203427938099509e+01	1.658998962336513472e+01	3.839517284626984051e+00
6.840854393971642189e+00	1.697516300664610256e+01	1.086435044349532042e+01
1.059457876751076810e+01	4.951086222820966221e-01	1.674379122999998870e+01
1.419337844612221211e+01	2.009838908583879036e+00	5.155831871041683279e+00
1.543713742921929644e+01	4.608282823098045711e+00	9.562736904876221189e+00
1.675813382189491918e+01	3.328443811762519466e+00	1.670222694753731929e+01
1.801824129206091030e+01	1.066157499027779032e+01	3.683105058751469318e+00
1.778434633124673070e+01	1.140359838996309172e+01	9.304400495280741978e+00
1.898138075618910747e+01	8.224432796515234401e+00	1.519767649671363685e+01
1.435931790042460321e+01	1.701614759899114659e+01	4.312163295349824566e+00
1.735340443868925320e+01	1.805763938708425087e+01	1.225304752368261951e+01
1.732790203706563403e+01	1.674359872390781590e+01	1.403287406735248766e+01
