7.000000000000000000e+00	7.000000000000000000e+00	7.000000000000000000e+00	1.001730061579595210e+00	7.119496233078137504e-01	4.713919194163884024e-02
1.200000000000000000e+01	1.200000000000000000e+01	7.000000000000000000e+00	-4.069834055876858647e-02	-2.644064400369012802e-01	4.570458753218597514e-01
1.200000000000000000e+01	7.000000000000000000e+00	1.200000000000000000e+01	-8.691314540990893178e-01	-1.094614371220449106e-01	6.401040744471603317e-02
7.000000000000000000e+00	1.200000000000000000e+01	1.200000000000000000e+01	-3.730900212601366735e-03	-6.312498655922017532e-01	-6.127733158199649699e-01
7.000000000000000000e+00	7.000000000000000000e+00	1.700000000000000000e+01	9.973595258250763651e-01	4.321845369348042976e-01	-4.272848796803756927e-02
1.200000000000000000e+01	1.200000000000000000e+01	1.700000000000000000e+01	2.206403634513171286e-01	6.120566778302461569e-02	6.546835131011412290e-02
1.200000000000000000e+01	7.000000000000000000e+00	2.200000000000000000e+01	3.640691143926131357e-01	-1.471240164887505752e+00	-4.133855011616417441e-01
7.000000000000000000e+00	1.200000000000000000e+01	2.200000000000000000e+01	1.664750518142656122e-01	-9.408121483936252583e-01	1.145063086358822035e+00
7.000000000000000000e+00	1.700000000000000000e+01	7.000000000000000000e+00	-4.195345373458020388e-02	-5.587252739482732183e-02	-1.049072631529196720e+00
1.200000000000000000e+01	2.200000000000000000e+01	7.000000000000000000e+00	-2.552056065331197443e-01	6.546516073147384818e-02	6.292923438091677091e-02
1.200000000000000000e+01	1.700000000000000000e+01	1.200000000000000000e+01	-2.087297809177475205e-01	3.756613854839090938e-01	2.421628723238607728e-01
7.000000000000000000e+00	2.200000000000000000e+01	1.200000000000000000e+01	8.110565289016491430e-01	2.531225862980303609e-01	3.357190993109051558e-01
7.000000000000000000e+00	1.700000000000000000e+01	1.700000000000000000e+01	-5.268082992767794126e-01	7.550402064318973983e-01	1.152606659112931586e+00
1.200000000000000000e+01	2.200000000000000000e+01	1.700000000000000000e+01	3.614826950581023768e-01	-9.104208071609070085e-01	-4.372038330864206901e-01
1.200000000000000000e+01	1.700000000000000000e+01	2.200000000000000000e+01	-5.777181815926195618e-01	1.680048549604488406e-01	-1.356658236157463893e-01
7.000000000000000000e+00	2.200000000000000000e+01	2.200000000000000000e+01	-5.433744279866982163e-01	7.638703092724283827e-01	4.815316753181723697e-01
1.700000000000000000e+01	7.000000000000000000e+00	7.000000000000000000e+00	-2.580438305608341865e-01	-1.141174897296275415e+00	1.218268351775199543e+00
2.200000000000000000e+01	1.200000000000000000e+01	7.000000000000000000e+00	-6.860005427581662429e-01	-5.446994023975634258e-01	-2.313236091681737383e-01
2.200000000000000000e+01	7.000000000000000000e+00	1.200000000000000000e+01	-2.884941415601910975e-01	-7.637052303833466449e-02	7.783244798092131544e-01
1.700000000000000000e+01	1.200000000000000000e+01	1.200000000000000000e+01	1.789813660405971119e-01	-1.731230354402742977e-01	1.021348067425137618e+00
1.700000000000000000e+01	7.000000000000000000e+00	1.700000000000000000e+01	3.080119182768394914e-01	4.247843205546126821e-01	-1.525751276603638296e+00
2.200000000000000000e+01	1.200000000000000000e+01	1.700000000000000000e+01	-7.075007175829339801e-01	-1.010825832660732004e+00	-5.795877612341241436e-01
2.200000000000000000e+01	7.000000000000000000e+00	2.200000000000000000e+01	4.939157872067438948e-01	3.679206178038444408e-01	-4.874953399679096688e-01
1.700000000000000000e+01	1.200000000000000000e+01	2.200000000000000000e+01	-2.132467713033176171e+00	1.233524520380677059e+00	4.524795440903470189e-01
1.700000000000000000e+01	1.700000000000000000e+01	7.000000000000000000e+00	5.953790551009722209e-01	-6.124890383289363083e-01	1.523882704651502662e+00
2.200000000000000000e+01	2.200000000000000000e+01	7.000000000000000000e+00	1.103755137922203922e+00	-1.901474793843998534e-01	-4.926794312833147060e-01
2.200000000000000000e+01	1.700000000000000000e+01	1.200000000000000000e+01	2.145084665788975220e-02	7.771103407511781302e-01	-3.614853691377997724e-01
1.700000000000000000e+01	2.200000000000000000e+01	1.200000000000000000e+01	5.882319986539906731e-01	1.487865107564071421e+00	-3.613473879842104552e-01
1.700000000000000000e+01	1.700000000000000000e+01	1.700000000000000000e+01	-5.502362674938077181e-01	-8.825381074161127160e-01	-7.417285137841321818e-01
2.200000000000000000e+01	2.200000000000000000e+01	1.700000000000000000e+01	4.034487905777361938e-01	6.649174317265277301e-01	3.218621625080331228e-01
2.200000000000000000e+01	1.700000000000000000e+01	2.200000000000000000e+01	-6.095828816055471888e-01	3.132889621636110733e-01	-1.303323642980088737e+00
1.700000000000000000e+01	2.200000000000000000e+01	2.200000000000000000e+01	6.836882980470678772e-01	1.589160744022884153e-01	-5.942898377589697079e-01
