3.434649400472862268e+00	3.325100722420583299e+00	2.958293506041746568e+00
3.710561923476487056e+00	3.962878731215276673e+00	1.027533065638290566e+01
2.950684056037767178e+00	3.968346434585392490e+00	1.615126813854361387e+01
3.767015013287099201e+00	1.031739278470725907e+01	4.936035975090554473e+00
4.177184350751883102e+00	1.092196316996967376e+01	9.189669629456481914e+00
3.129039016008416496e+00	8.349781205941566142e+00	1.713388521627573979e+01
4.607077035722582536e+00	1.601789864390091367e+01	3.227004649675710102e+00
3.113938802974642872e+00	1.634791586452650236e+01	1.023362878869199299e+01
3.358973690149514191e+00	1.678354404907003783e+01	1.642270581522506845e+01
1.030363486108483251e+01	3.186921588806397754e+00	3.130892587006723904e+00
9.910709863945804443e+00	3.964628487581372429e+00	9.617896004690269507e+00
1.047118139139815440e+01	3.008626181326822913e+00	1.692999022194830516e+01
9.153798979746012421e+00	9.350547925941114613e+00	4.300506645842959053e+00
9.981935856888460634e+00	1.026164570011111010e+01	8.874090803075674216e+00
9.089978631658169661e+00	8.453153049654739348e+00	1.520113726614300376e+01
1.080352281902376532e+01	1.603868779904211550e+01	2.604853764105832692e+00
1.013942882160777437e+01	1.723487080729750431e+01	1.006262465311008292e+01
1.052907747136086947e+01	1.716259638919461494e+01	1.647237087797228483e+01
1.624162508141354877e+01	3.922622497963507371e+00	3.529974678880239303e+00
1.613139113238209532e+01	3.283763456984064799e+00	9.457986369105281454e+00
1.684068800095676366e+01	3.630468708555734558e+00	1.620126013286824929e+01
1.656381405092552583e+01	9.538534756621762867e+00	4.656865050945744322e+00
1.685623976748252417e+01	1.029895454103111518e+01	9.782683715125676471e+00
1.642468269293824790e+01	9.759378102157166168e+00	1.628744465467178770e+01
1.541598074516321404e+01	1.661093938228431810e+01	3.425063883899488459e+00
1.663051446123243693e+01	1.685448941353318020e+01	1.033732044835347352e+01
1.599703355224182211e+01	1.644089156528859519e+01	1.746504500327329978e+01
8.192167547777751579e+00	7.029490518879577543e+00	6.004435779007912366e+00
8.521997555793323187e+00	7.777472959588136447e+00	1.471347919210891497e+01
5.129344998388320143e+00	1.302463296819739114e+01	7.645502424635188810e+00
5.901243761314011849e+00	1.363776395430450350e+01	1.363066660644329886e+01
1.315467507730031471e+01	7.436131939167817784e+00	5.823793227022473928e+00
1.292805211759286799e+01	6.460413996107149615e+00	1.363030220538811044e+01
1.349462152982160745e+01	1.262226243556980876e+01	6.178207005751789715e+00
1.292380696580334032e+01	1.281219884414649890e+01	1.329095746423051239e+01
