3.3333333333	3.3333333333	3.3333333333	0.0017571295	0.0144967928	0.0031730365
3.3333333333	3.3333333333	10.0000000000	0.0022512704	-0.0080469222	-0.0048330069
3.3333333333	3.3333333333	16.6666666667	0.0070658593	0.0023814404	0.0044563499
3.3333333333	10.0000000000	3.3333333333	-0.0158098785	0.0046478588	-0.0005597589
3.3333333333	10.0000000000	10.0000000000	-0.0109826500	-0.0101135467	0.0158558528
3.3333333333	10.0000000000	16.6666666667	0.0199204530	0.0001837032	-0.0167625226
3.3333333333	16.6666666667	3.3333333333	-0.0034644647	-0.0015196057	0.0071942870
3.3333333333	16.6666666667	10.0000000000	0.0075097076	0.0120619933	-0.0128811068
3.3333333333	16.6666666667	16.6666666667	-0.0097327624	-0.0131478067	-0.0079398492
10.0000000000	3.3333333333	3.3333333333	-0.0112936705	0.0015142835	0.0015438935
10.0000000000	3.3333333333	10.0000000000	0.0038283158	-0.0055015113	0.0138685398
10.0000000000	3.3333333333	16.6666666667	0.0033652884	-0.0106183219	0.0172824899
10.0000000000	10.0000000000	3.3333333333	-0.0130421237	0.0030134669	0.0135310045
10.0000000000	10.0000000000	10.0000000000	0.0126560449	-0.0042540633	0.0196799936
10.0000000000	10.0000000000	16.6666666667	-0.0025820606	0.0189557962	0.0021661432
10.0000000000	16.6666666667	3.3333333333	0.0155727861	0.0086554529	-0.0194087681
10.0000000000	16.6666666667	10.0000000000	0.0081566547	-0.0110673542	-0.0104589265
10.0000000000	16.6666666667	16.6666666667	0.0149412033	0.0003632063	-0.0106045196
16.6666666667	3.3333333333	3.3333333333	-0.0026763698	-0.0089414362	-0.0051324135
16.6666666667	3.3333333333	10.0000000000	-0.0143420418	0.0081019558	-0.0033486732
16.6666666667	3.3333333333	16.6666666667	0.0088187519	0.0069917580	0.0066383373
16.6666666667	10.0000000000	3.3333333333	-0.0165469917	0.0003185407	0.0022760918
16.6666666667	10.0000000000	10.0000000000	-0.0089443597	0.0020070960	0.0067230878
16.6666666667	10.0000000000	16.6666666667	0.0018717084	-0.0102363229	0.0011502516
16.6666666667	16.6666666667	3.3333333333	0.0011015315	0.0069925297	-0.0073495477
16.6666666667	16.6666666667	10.0000000000	-0.0083812571	0.0038556260	-0.0126836235
16.6666666667	16.6666666667	16.6666666667	0.0089819249	-0.0110946097	-0.0035766419
